precision,recall,threshold
0.03656076108418596,0.9984313725490196,0.14680785417901507
0.03656443656156426,0.9984313725490196,0.14683856711605128
0.03656469912394083,0.9984313725490196,0.14684267459329492
0.03659281510280051,0.9984313725490196,0.1470282422217324
0.0365930780728987,0.9984313725490196,0.14703214077252594
0.03659334104677652,0.9984313725490196,0.14715700675410578
0.0365964970281517,0.9984313725490196,0.14720338871945077
0.03659676005117222,0.9984313725490196,0.14721331271573987
0.03659702307797351,0.9984313725490196,0.14725416487345588
0.03659728610855566,0.9984313725490196,0.1473822258484089
0.036597549142918746,0.9984313725490196,0.14770790195406283
0.036610968910874,0.9984313725490196,0.14783238253264017
0.03662150110756307,0.9984313725490196,0.1479264570459539
0.03662202787646898,0.9984313725490196,0.14797471213202096
0.036622291266604816,0.9984313725490196,0.14798676091973387
0.03662255466052934,0.9984313725490196,0.14802343180327146
0.0366251888081709,0.9984313725490196,0.14806949925714777
0.03662545224377648,0.9984313725490196,0.14809066907639715
0.03662571568317174,0.9984313725490196,0.14809681806020727
0.03662597912635675,0.9984313725490196,0.14827215257061266
0.03662624257333161,0.9984313725490196,0.14837057310853727
0.03662914074020789,0.9984313725490196,0.1484025256517159
0.036629404232667216,0.9984313725490196,0.14848251569524487
0.03662966772891744,0.9984313725490196,0.14851179270986573
0.03662993122895865,0.9984313725490196,0.1486445017146031
0.03663019473279093,0.9984313725490196,0.14875950380152062
0.03663045824041436,0.9984313725490196,0.14904005491208425
0.03663072175182902,0.9984313725490196,0.14904044213555628
0.036631248786032355,0.9984313725490196,0.14908466173537419
0.036632302899937415,0.9984313725490196,0.1490988803130052
0.03663256643789298,0.9984313725490196,0.14916115515548092
0.03663282997964044,0.9984313725490196,0.14922985554768498
0.036635992776406764,0.9984313725490196,0.14925785346548368
0.03664759437187376,0.9984313725490196,0.14932156305951275
0.03664785812989406,0.9984313725490196,0.14944700711522124
0.03664812189171099,0.9984313725490196,0.14950382878541962
0.03664838565732464,0.9984313725490196,0.14950748191018656
0.03664864942673509,0.9984313725490196,0.14966434365022543
0.03664891319994242,0.9984313725490196,0.14984309829525624
0.03664917697694672,0.9984313725490196,0.14988044327754757
0.03665207877461707,0.9984313725490196,0.14992668819060712
0.036669499215048036,0.9984313725490196,0.15007542646575786
0.03666976328846833,0.9984313725490196,0.15008387217967872
0.03667002736569206,0.9984313725490196,0.15009899836943863
0.036670291446719336,0.9984313725490196,0.15020762652464278
0.03668614327192559,0.9984313725490196,0.15025184612446071
0.03672318421451186,0.9984313725490196,0.1503883916817824
0.036723449061720204,0.9984313725490196,0.15042618161653384
0.03672371391274872,0.9984313725490196,0.15049941787344331
0.03672397876759751,0.9984313725490196,0.15057794185390896
0.036745387880012706,0.9982352941176471,0.15060698404374578
0.036745918323156206,0.9982352941176471,0.15075379637945577
0.03674618355047097,0.9982352941176471,0.15080043218361716
0.03674798391463494,0.9980392156862745,0.15085132989194786
0.036750106495888175,0.9980392156862745,0.151224879771356
0.036750371835785764,0.9980392156862745,0.1512426108548444
0.036757006578709825,0.9980392156862745,0.15125105656876522
0.03676603367450864,0.9980392156862745,0.1512942560053173
0.036766299244448936,0.9980392156862745,0.15136435506265475
0.03677931687296323,0.9980392156862745,0.15148444276516182
0.036779582634834385,0.9980392156862745,0.15177416843283228
0.03679234372289366,0.9980392156862745,0.1520298213171475
0.03679553537865425,0.9980392156862745,0.15208303429237777
0.03679580137496295,0.9980392156862745,0.15214562310184973
0.0367963333791179,0.9980392156862745,0.15224837640903857
0.036796599386964314,0.9980392156862745,0.15225418039571345
0.03679686539865681,0.9980392156862745,0.15235724374616266
0.03679819551481326,0.9980392156862745,0.15239206416044251
0.03680750902109381,0.9980392156862745,0.15261061925233357
0.03680777519054713,0.9980392156862745,0.1527063963212534
0.03680937228811108,0.9980392156862745,0.15271063195679285
0.03681070330862412,0.9980392156862745,0.15274052223169812
0.036810969524277884,0.9980392156862745,0.15325729152121045
0.03681443067821005,0.9980392156862745,0.15338177209978776
0.03681576206457586,0.9980392156862745,0.1534758466131015
0.03681602835340494,0.9980392156862745,0.15357282137041905
0.03681656094261969,0.9980392156862745,0.1537998435750501
0.0368178924830739,0.9980392156862745,0.1539199626756849
0.03681895778478632,0.9980392156862745,0.15442600092294784
0.03681949045876073,0.9980392156862745,0.1547415566270029
0.03681975680152777,0.9980392156862745,0.15477924511483257
0.03682002314814815,0.9980392156862745,0.15480724303263127
0.036822154059841426,0.9980392156862745,0.15542983284469516
0.036824018809911374,0.9980392156862745,0.15682057193629803
0.03682428521819655,0.9980392156862745,0.1575792108842951
0.036825617317445505,0.9980392156862745,0.15804472459156885
0.0368258837488605,0.9980392156862745,0.15820686950001026
0.03682641662325635,0.9980392156862745,0.15826002152394045
0.036827748876717484,0.9980392156862745,0.159017079222203
0.03682801533897692,0.9980392156862745,0.1593492331421977
0.03682828180509229,0.9980392156862745,0.15997539049009543
0.03682881474889116,0.9980392156862745,0.16236996150344565
0.03682908122657482,0.9980392156862745,0.16306566154259167
0.03682934770811476,0.9980392156862745,0.16375625906715785
0.03682988068276376,0.9980392156862745,0.16755375952702833
0.036830147175873,0.9980392156862745,0.169534531327862
0.03683068017366136,0.9980392156862745,0.16981546966189767
0.03683094667834065,0.9980392156862745,0.16985968926171557
0.03683307885462874,0.9980392156862745,0.17018578499116385
0.03683441159017556,0.9980392156862745,0.1719999072976974
0.036834678148858414,0.9980392156862745,0.1723142394585083
0.036834944711399295,0.9980392156862745,0.17298961523704268
0.036835477848055465,0.9980392156862745,0.1733320464094481
0.03683574442217092,0.9980392156862745,0.17352780581293978
0.03683601100014474,0.9980392156862745,0.17354396529012617
0.036836277581977,0.9980392156862745,0.17388048167962852
0.03683654416766779,0.9980392156862745,0.17441508616988613
0.03683681075721719,0.9980392156862745,0.17537262165881862
0.03683707735062529,0.9980392156862745,0.1762670741123297
0.03683734394789217,0.9980392156862745,0.17877224646989057
0.03683761054901791,0.9980392156862745,0.17913768049638357
0.03683787715400259,0.9980392156862745,0.1792286468903879
0.03683814376284631,0.9980392156862745,0.18337086975398473
0.036838410375549135,0.9980392156862745,0.18692659174243942
0.036838676992111165,0.9980392156862745,0.1879950422963743
0.036838943612532475,0.9980392156862745,0.18820861678004533
0.03683921023681316,0.9980392156862745,0.18892083236541146
0.03683947686495328,0.9980392156862745,0.18990929705215417
0.036844276831536966,0.9980392156862745,0.19019023538618984
